speed_SS,vel_lat_obj_SS,N_rel_obj_SS,rel_dist_long_rel_objs_SS,rel_dist_lat_rel_objs_SS,max_long_acc,min_long_acc,m_long_acc,min_lat_acc,max_lat_acc,m_lat_acc,dist_lan_ctr_SS,duration,lane_wid,indicator,sc_start_idx,N_samples,speedLimit,temperature,baseline,driver_type,scenario,condition,road_type,driver_type_tag
29.9361111111111,[29.9361111111111;0.212499999999999;-0.467500000000001;0.188371300697327;-1.36388888888889;NaN],8,[NaN;50.9444222514546;1.82675296189224;0.825413366582005;0.47144752543204;NaN;3.50201177597046;50.9444222514546],[NaN;3;1.82675296189224;0.825413366582005;0.47144752543204;NaN;3.50201177597046;-4.95474147796631],0.212499999999999,-0.1875,-0.0125000000000001,-1.42125,0.067499999999999,-0.696269841269841,0.188371300697327,6.3,3.50201177597046,1,7851,63,31.3,20.75,1,1,Lane_change,Baseline,All,Professional
34.0305555555556,[34.0305555555556;0.793750000000003;-0.486250000000002;0.295337438583374;2.73055555555556;NaN],8,[NaN;NaN;NaN;NaN;NaN;NaN;3.68659448623657;NaN],[NaN;1;NaN;NaN;NaN;NaN;3.68659448623657;-4.94919013977051],0.862500000000001,-0.550000000000001,0.000323275862069284,-1.10375,0.161250000000003,-0.62364224137931,0.295337438583374,5.8,3.68659448623657,1,8043,58,31.3,20.75,1,1,Lane_change,Baseline,All,Professional
27.1,[27.1;0.262500000000003;-0.734999999999999;0.188879549503326;-4.2;0.872643178852046],8,[23.6486301468905;NaN;NaN;NaN;NaN;0.850422116646556;3.4815262556076;NaN],[-1.09049445621689;3;NaN;NaN;NaN;0.850422116646556;3.4815262556076;-5.29572629928589],1.0375,0.181250000000002,0.658306962025316,-0.859999999999999,0.610624999999999,-0.107856012658228,0.188879549503326,7.9,3.4815262556076,1,9264,79,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
32.9361111111111,[32.9361111111111;0.09375;0.14875;0.028831958770752;1.63611111111111;NaN],8,[NaN;38.6067038713641;1.15910104625981;-0.364715997886108;NaN;NaN;3.49372625350952;38.6067038713641],[NaN;2;1.15910104625981;-0.364715997886108;NaN;NaN;3.49372625350952;NaN],0.21875,-0.275000000000002,-0.00278716216216236,-0.6175,0.592500000000001,0.00402871621621615,0.028831958770752,7.4,3.49372625350952,1,9489,74,31.3,21.75,1,1,Lane_change,Baseline,All,Professional
27.5305555555556,[27.5305555555556;0.731249999999999;-1.11625;0.0420897006988525;-3.76944444444445;0.902481240583214],8,[24.8458099317229;26.8468726780869;1.02624236449327;0.889157929101916;-0.147701253385186;-0.822168548823115;3.5184178352356;26.8468726780869],[-0.932072108032756;3;1.02624236449327;0.889157929101916;-0.147701253385186;-0.822168548823115;3.5184178352356;-5.21318054199219],1.6125,0.587500000000002,0.91195652173913,-1.27875,0.298749999999998,-0.589945652173913,0.0420897006988525,4.6,3.5184178352356,0,10459,46,31.3,21.75,1,1,Lane_change,Baseline,All,Professional
30.625,[30.625;-0.443750000000001;-0.436250000000001;0.0283305048942566;-0.675000000000001;NaN],8,[NaN;55.2257369048118;1.76655776356476;-0.291103414829458;0.376682238750341;NaN;3.55232441425323;55.2257369048118],[NaN;2;1.76655776356476;-0.291103414829458;0.376682238750341;NaN;3.55232441425323;-5.17203998565674],0.237500000000001,-0.475000000000001,-0.189957865168539,-0.841249999999999,0.5425,-0.037317415730337,0.0283305048942566,8.9,3.55232441425323,1,11510,89,31.3,21.75,1,1,Lane_change,Baseline,All,Professional
27.8194444444444,[27.8194444444444;0.881250000000001;-0.778749999999999;0.165007948875427;-3.48055555555555;1.45659375762439],8,[40.5216291183563;45.8602169714993;1.54799647057871;-0.419093154645488;0.389894905091914;0.321167463008969;3.35563087463379;45.8602169714993],[0.306541232565106;3;1.54799647057871;-0.419093154645488;0.389894905091914;0.321167463008969;3.35563087463379;-5.17658472061157],1.70625,0,0.958898305084745,-1.02875,0.51125,-0.134724576271186,0.165007948875427,5.9,3.35563087463379,1,12588,59,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
33.7333333333333,[33.7333333333333;-0.03125;-0.1175;0.345914006233215;2.43333333333333;1.44256883036096],8,[48.662655210843;NaN;NaN;NaN;NaN;5.27432409644136;3.39150166511536;NaN],[0.0909558479793564;2;NaN;NaN;NaN;5.27432409644136;3.39150166511536;NaN],0.0562500000000021,-0.600000000000001,-0.262157534246575,-1.085,0.27375,-0.197577054794521,0.345914006233215,7.3,3.39150166511536,1,12710,73,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
30.6388888888889,[30.6388888888889;-0.0562499999999986;0.0425000000000004;0.083028256893158;-0.661111111111111;NaN],8,[NaN;NaN;NaN;NaN;NaN;NaN;3.53033077716827;NaN],[NaN;3;NaN;NaN;NaN;NaN;3.53033077716827;-5.26102495193481],0.0999999999999979,-0.506250000000001,-0.123529411764706,-1.0725,0.467499999999998,-0.0671078431372546,0.083028256893158,5.1,3.53033077716827,1,13104,51,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
28.5916666666667,[28.5916666666667;-0.112500000000001;-0.298749999999998;0.0886238217353821;-2.70833333333333;0.905533378715614],8,[25.8907085197773;NaN;NaN;NaN;NaN;-0.268907498874949;3.58942139148712;NaN],[0.413539909853535;1;NaN;NaN;NaN;-0.268907498874949;3.58942139148712;-5.3573637008667],0.556249999999999,-0.112500000000001,0.298644578313253,-0.884999999999998,0.454999999999998,-0.0872590361445784,0.0886238217353821,8.3,3.58942139148712,1,13322,83,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
29.1777777777778,[29.1777777777778;0.231249999999999;-0.48;0.170964241027832;-2.12222222222222;2.09986405115405],8,[61.269366648117;NaN;NaN;NaN;NaN;-4.23392815607692;3.5062153339386;NaN],[0.724958560796859;3;NaN;NaN;NaN;-4.23392815607692;3.5062153339386;-4.8155255317688],0.318749999999998,-0.475000000000001,-0.0955615942028984,-0.822499999999998,0.91,-0.122780797101449,0.170964241027832,6.9,3.5062153339386,1,13648,69,31.3,21.3532608695652,1,1,Lane_change,Baseline,All,Professional
31.7166666666667,[31.7166666666667;0.875;-0.684999999999999;0.0707480311393738;0.416666666666668;NaN],8,[NaN;47.5407532466371;1.49260939735264;-0.31969921705857;-41.7219443268541;NaN;3.430060505867;47.5407532466371],[NaN;2;1.49260939735264;-0.31969921705857;-41.7219443268541;NaN;3.430060505867;-5.33363771438599],1.2,-0.5,0.393636363636364,-1.29125,0.3675,-0.483772727272727,0.0707480311393738,5.5,3.430060505867,0,14066,55,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
26.6694444444444,[26.6694444444444;0.149999999999999;-0.46125;0.0295000076293945;-4.63055555555555;2.16601282112169],8,[57.7663585988592;19.3372196376391;0.810265519885767;-0.849733179209664;-0.209907191169876;-4.48090505342879;3.53672337532043;19.3372196376391],[-0.409614462197877;3;0.810265519885767;-0.849733179209664;-0.209907191169876;-4.48090505342879;3.53672337532043;-5.1538200378418],0.506249999999998,-0.581250000000001,-0.176770833333333,-0.916249999999998,0.467499999999998,-0.22465625,0.0295000076293945,6,3.53672337532043,1,14820,60,31.3,21.5,1,1,Lane_change,Baseline,All,Professional
31.725,[31.725;-0.112499999999997;0.660625;0.152260541915894;0.425000000000001;1.75493548941655],8,[55.67532840174;NaN;NaN;NaN;NaN;1.64670291345862;3.48538875579834;NaN],[0.210542387094583;2;NaN;NaN;NaN;1.64670291345862;3.48538875579834;NaN],0.356249999999999,-0.243749999999999,0.00231481481481495,-0.46125,1.31625,0.385416666666666,0.152260541915894,5.4,3.48538875579834,0,16947,54,31.3,22.1967592592593,1,1,Lane_change,Baseline,All,Professional
31.2416666666667,[31.2416666666667;0.0500000000000007;-0.236249999999998;0.241859436035156;-0.0583333333333336;NaN],8,[NaN;44.4124315204534;1.42992383563226;0.721339972172121;-1.15000127259254;NaN;3.44667482376099;44.4124315204534],[NaN;3;1.42992383563226;0.721339972172121;-1.15000127259254;NaN;3.44667482376099;-4.75806999206543],0.0625,-0.40625,-0.168452380952381,-1.09125,0.423750000000002,-0.431979166666667,0.241859436035156,4.2,3.44667482376099,1,17523,42,31.3,22,1,1,Lane_change,Baseline,All,Professional
29.3583333333333,[29.3583333333333;-0.175000000000001;-0.379999999999999;0.10381281375885;-1.94166666666667;1.69610897340879],8,[49.7949326109929;NaN;NaN;NaN;NaN;-5.00919770362031;3.45294332504272;NaN],[-0.603984926344427;1;NaN;NaN;NaN;-5.00919770362031;3.45294332504272;-5.15841484069824],0.556249999999999,-0.181249999999999,0.132211538461539,-0.703749999999999,0.517500000000002,-0.126230769230769,0.10381281375885,6.5,3.45294332504272,0,18881,65,31.3,22,1,1,Lane_change,Baseline,All,Professional
29.5305555555556,[29.5305555555556;0.0562500000000021;0.0862499999999997;0.286609053611755;-1.76944444444444;NaN],8,[NaN;NaN;NaN;NaN;NaN;NaN;3.56197237968445;NaN],[NaN;3;NaN;NaN;NaN;NaN;3.56197237968445;-5.11647844314575],0.131250000000001,-0.293749999999999,-0.0383116883116881,-0.809999999999999,0.636249999999997,-0.116931818181818,0.286609053611755,7.7,3.56197237968445,0,19015,77,31.3,22,1,1,Lane_change,Baseline,All,Professional
21.6944444444444,[21.6944444444444;1.9075;-0.098749999999999;0.15306943655014;-9.60555555555556;1.06414497517799],8,[23.0860340448337;NaN;NaN;NaN;NaN;-0.0409698130069174;3.58439934253693;NaN],[-1.04774801272291;1;NaN;NaN;NaN;-0.0409698130069174;3.58439934253693;-5.26563930511475],1.97625,-0.09375,1.15998863636364,-0.797499999999999,0.561249999999998,-0.0758522727272729,0.15306943655014,5.5,3.58439934253693,1,19559,55,31.3,22.2022727272727,1,1,Lane_change,Baseline,All,Professional
27.8972222222222,[27.8972222222222;1.45625;-0.536249999999999;0.114374816417694;-3.40277777777778;1.21672686654529],8,[33.9432997797621;NaN;NaN;NaN;NaN;-1.60448998822809;3.58645737171173;NaN],[-0.022261296593451;3;NaN;NaN;NaN;-1.60448998822809;3.58645737171173;-4.99062967300415],1.575,-0.568749999999998,0.463392857142857,-1.0475,0.52375,-0.340395408163265,0.114374816417694,4.9,3.58645737171173,0,19713,49,31.3,22.3762755102041,1,1,Lane_change,Baseline,All,Professional
30.2652777777778,[30.2652777777778;0.287500000000001;0.33625;0.349468529224396;-1.03472222222222;1.03912386187678],8,[31.4493723252179;25.8849616768361;0.914124074515264;-0.255862937477808;0.042348245744499;3.259482855433;3.4350494146347;25.8849616768361],[0.695473246077102;2;0.914124074515264;-0.255862937477808;0.042348245744499;3.259482855433;3.4350494146347;-6.00610065460205],0.443750000000001,-0.543749999999999,-0.0273026315789473,-0.75375,0.809999999999999,0.056529605263158,0.349468529224396,11.4,3.4350494146347,1,19850,114,31.3,22.5,1,1,Lane_change,Baseline,All,Professional
30.225,[30.225;0.224999999999998;-0.58625;0.0381395816802979;-1.075;NaN],8,[NaN;NaN;NaN;NaN;NaN;NaN;3.52337265014648;NaN],[NaN;1;NaN;NaN;NaN;NaN;3.52337265014648;-5.37787055969238],0.643750000000001,0.0125000000000028,0.37092803030303,-1.45875,1.2475,-0.346496212121212,0.0381395816802979,6.6,3.52337265014648,0,20547,66,31.3,22.5,1,1,Lane_change,Baseline,All,Professional
30.4194444444444,[30.4194444444444;-0.1875;-0.392499999999998;0.385897576808929;-0.880555555555553;NaN],8,[NaN;45.209907402279;1.55018989381951;-0.570923067639477;1.72502470144487;NaN;3.28710949420929;45.209907402279],[NaN;2;1.55018989381951;-0.570923067639477;1.72502470144487;NaN;3.28710949420929;NaN],0.21875,-0.506250000000001,-0.198940677966101,-1.44625,-0.0300000000000011,-0.763930084745762,0.385897576808929,5.9,3.28710949420929,1,20876,59,31.3,23,1,1,Lane_change,Baseline,All,Professional
30.5444444444444,[30.5444444444444;0.356249999999999;-0.18;0.373533308506012;-0.755555555555553;NaN],8,[NaN;49.969053736518;1.66882472391106;-0.0275383992241949;-0.419218319123296;NaN;3.54865539073944;49.969053736518],[NaN;3;1.66882472391106;-0.0275383992241949;-0.419218319123296;NaN;3.54865539073944;-4.86447238922119],0.568749999999998,-0.5,0.119476744186046,-1.09125,0.579999999999998,-0.151271802325581,0.373533308506012,8.6,3.54865539073944,0,21198,86,31.3,23.25,1,1,Lane_change,Baseline,All,Professional
30.9833333333333,[30.9833333333333;0.0500000000000007;-0.0299999999999976;0.417491316795349;-0.316666666666666;NaN],8,[NaN;NaN;NaN;NaN;NaN;NaN;3.49358057975769;NaN],[NaN;2;NaN;NaN;NaN;NaN;3.49358057975769;NaN],0.225000000000001,-0.449999999999999,-0.1203125,-0.63625,0.673124999999999,-0.138684210526316,0.417491316795349,7.6,3.49358057975769,0,21356,76,31.3,23.0296052631579,1,1,Lane_change,Baseline,All,Professional
29.9444444444444,[29.9444444444444;0;-0.348749999999999;0.0938773155212402;-1.35555555555556;2.33678592305676],8,[69.9737562515329;58.5825903602392;2.00930873074071;-0.453378782112637;-0.264452072373267;3.03950849548466;3.66496562957764;58.5825903602392],[0.836479929436678;3;2.00930873074071;-0.453378782112637;-0.264452072373267;3.03950849548466;3.66496562957764;-5.27739477157593],0,-0.59375,-0.234016393442623,-1.0225,0.623750000000001,-0.298063524590164,0.0938773155212402,6.1,3.66496562957764,0,21765,61,31.3,23.25,1,1,Lane_change,Baseline,All,Professional
28.7097222222222,[28.7097222222222;0.368749999999999;-0.1175;0.00971698760986328;-2.59027777777778;1.47768865499706],8,[42.4240308158947;NaN;NaN;NaN;NaN;-4.46172638397849;3.61578893661499;NaN],[-0.378502195707217;1;NaN;NaN;NaN;-4.46172638397849;3.61578893661499;-5.32256507873535],0.737500000000001,0.206250000000001,0.435869565217391,-0.685000000000002,0.772499999999997,0.167346014492754,0.00971698760986328,6.9,3.61578893661499,0,22177,69,31.3,23.5,1,1,Lane_change,Baseline,All,Professional
31.4361111111111,[31.4361111111111;-0.4375;0.46125;0.49315333366394;0.136111111111113;2.2439903249266],8,[70.5423291866509;NaN;NaN;NaN;NaN;3.5330461019306;3.52367877960205;NaN],[-0.10040847449725;3;NaN;NaN;NaN;3.5330461019306;3.52367877960205;-4.88613414764404],0.131249999999998,-0.518750000000001,-0.278977272727273,-0.661250000000003,1.10375,0.196382575757575,0.49315333366394,6.6,3.52367877960205,1,22269,66,31.3,23.5,1,1,Lane_change,Baseline,All,Professional
